time,open,high,low,close,interval,pair
2023-04-21,0.89204,0.89544,0.89077,0.89208,D1,USDCHF
2023-04-21,134.234,134.49,133.547,134.125,D1,USDJPY
2023-04-24,1.6392,1.65146,1.63915,1.64973,D1,EURAUD
2023-04-24,1.48631,1.49673,1.48602,1.49564,D1,EURCAD
2023-04-24,0.88246,0.88595,0.88239,0.88469,D1,EURGBP
2023-04-24,147.165,148.471,147.067,148.283,D1,EURJPY
2023-04-24,1.09885,1.10501,1.09659,1.10446,D1,EURUSD
2023-04-24,1.85608,1.86602,1.85596,1.8647,D1,GBPAUD
2023-04-24,1.6829,1.69117,1.68222,1.69063,D1,GBPCAD
2023-04-24,166.672,167.716,166.536,167.611,D1,GBPJPY
2023-04-24,1.24384,1.24855,1.24106,1.24836,D1,GBPUSD
2023-04-24,1.35268,1.35674,1.35224,1.35423,D1,USDCAD
2023-04-24,0.8919,0.8928,0.88761,0.88768,D1,USDCHF
2023-04-24,133.97,134.731,133.891,134.261,D1,USDJPY
2023-04-25,1.64928,1.65875,1.64858,1.65638,D1,EURAUD
2023-04-25,1.49547,1.4991,1.49342,1.49533,D1,EURCAD
2023-04-25,0.88454,0.88753,0.88402,0.88425,D1,EURGBP
2023-04-25,148.282,148.626,146.286,146.745,D1,EURJPY
2023-04-25,1.10457,1.1067,1.09641,1.09746,D1,EURUSD
2023-04-25,1.86398,1.87509,1.86158,1.87316,D1,GBPAUD
2023-04-25,1.6905,1.69361,1.68683,1.69114,D1,GBPCAD
2023-04-25,167.608,167.954,165.42,165.95,D1,GBPJPY
2023-04-25,1.24847,1.25068,1.23866,1.24109,D1,GBPUSD
2023-04-25,1.35392,1.36478,1.35246,1.36261,D1,USDCAD
2023-04-25,0.88716,0.89276,0.88606,0.892,D1,USDCHF
2023-04-25,134.241,134.476,133.366,133.711,D1,USDJPY
2023-04-26,1.65582,1.67871,1.65267,1.6719,D1,EURAUD
2023-04-26,1.49501,1.51127,1.49274,1.5056,D1,EURCAD
2023-04-26,0.88408,0.88735,0.88363,0.88545,D1,EURGBP
2023-04-26,146.684,147.916,146.434,147.602,D1,EURJPY
2023-04-26,1.0973,1.10956,1.09604,1.10416,D1,EURUSD
2023-04-26,1.8726,1.89327,1.86979,1.88816,D1,GBPAUD
2023-04-26,1.69083,1.70454,1.68889,1.70044,D1,GBPCAD
2023-04-26,165.915,167.011,165.644,166.69,D1,GBPJPY
2023-04-26,1.24082,1.25154,1.24011,1.24697,D1,GBPUSD
2023-04-26,1.36246,1.3651,1.35992,1.36365,D1,USDCAD
2023-04-26,0.8918,0.89258,0.8852,0.89118,D1,USDCHF
2023-04-26,133.696,133.944,133.014,133.675,D1,USDJPY
2023-04-27,1.67149,1.67339,1.66244,1.66334,D1,EURAUD
2023-04-27,1.50488,1.50728,1.49761,1.49894,D1,EURCAD
2023-04-27,0.88524,0.8872,0.88226,0.88234,D1,EURGBP
2023-04-27,147.509,147.99,147.136,147.746,D1,EURJPY
2023-04-27,1.10382,1.10635,1.09922,1.10284,D1,EURUSD
2023-04-27,1.88796,1.88875,1.88043,1.88517,D1,GBPAUD
2023-04-27,1.6996,1.7015,1.69483,1.69889,D1,GBPCAD
2023-04-27,166.593,167.503,166.312,167.444,D1,GBPJPY
2023-04-27,1.24667,1.25,1.2436,1.24987,D1,GBPUSD
2023-04-27,1.36339,1.36455,1.35888,1.35928,D1,USDCAD
2023-04-27,0.89104,0.89764,0.89011,0.8943,D1,USDCHF
2023-04-27,133.642,134.194,133.212,133.987,D1,USDJPY
2023-04-28,1.66297,1.67157,1.66061,1.6651,D1,EURAUD
2023-04-28,1.49847,1.50312,1.49102,1.4919,D1,EURCAD
2023-04-28,0.88229,0.88392,0.87644,0.87652,D1,EURGBP
2023-04-28,147.718,150.433,146.857,150.042,D1,EURJPY
2023-04-28,1.10281,1.1045,1.09624,1.10163,D1,EURUSD
2023-04-28,1.88444,1.90354,1.88032,1.89968,D1,GBPAUD
2023-04-28,1.69799,1.70667,1.69615,1.70194,D1,GBPCAD
2023-04-28,167.39,171.162,166.44,171.106,D1,GBPJPY
2023-04-28,1.24963,1.25838,1.24464,1.25675,D1,GBPUSD
2023-04-28,1.35889,1.36678,1.35361,1.35429,D1,USDCAD
2023-04-28,0.89404,0.89753,0.88959,0.89455,D1,USDCHF
2023-04-28,133.977,136.562,133.333,136.278,D1,USDJPY
2023-05-01,1.66421,1.667,1.6504,1.65534,D1,EURAUD
2023-05-01,1.48988,1.49641,1.48403,1.48647,D1,EURCAD
2023-05-01,0.87666,0.87945,0.87601,0.87852,D1,EURGBP
2023-05-01,149.995,150.963,149.964,150.922,D1,EURJPY
2023-05-01,1.10119,1.10357,1.09644,1.09759,D1,EURUSD
2023-05-01,1.89739,1.90101,1.88099,1.88425,D1,GBPAUD
2023-05-01,1.69908,1.70319,1.69021,1.69211,D1,GBPCAD
2023-05-01,170.876,172.083,170.867,171.726,D1,GBPJPY
2023-05-01,1.2555,1.25699,1.24804,1.24934,D1,GBPUSD
2023-05-01,1.35321,1.35832,1.35303,1.35439,D1,USDCAD
2023-05-01,0.89128,0.89666,0.89128,0.89579,D1,USDCHF
2023-05-01,136.112,137.54,136.112,137.457,D1,USDJPY
2023-05-02,1.65521,1.65827,1.63563,1.65069,D1,EURAUD
2023-05-02,1.48622,1.4998,1.48281,1.49857,D1,EURCAD
2023-05-02,0.87823,0.88246,0.87633,0.88218,D1,EURGBP
2023-05-02,150.89,151.614,149.829,150.271,D1,EURJPY
2023-05-02,1.09755,1.1008,1.09422,1.09993,D1,EURUSD
2023-05-02,1.88427,1.88685,1.86064,1.87111,D1,GBPAUD
2023-05-02,1.69174,1.70139,1.68983,1.69878,D1,GBPCAD
2023-05-02,171.733,172.324,169.949,170.303,D1,GBPJPY
2023-05-02,1.24937,1.2512,1.24357,1.24679,D1,GBPUSD
2023-05-02,1.35416,1.36375,1.35281,1.36249,D1,USDCAD
2023-05-02,0.89535,0.89951,0.89238,0.89326,D1,USDCHF
2023-05-02,137.455,137.775,136.312,136.575,D1,USDJPY
2023-05-03,1.65048,1.6594,1.64985,1.65702,D1,EURAUD
2023-05-03,1.49832,1.50724,1.49676,1.50583,D1,EURCAD
2023-05-03,0.88207,0.8835,0.87958,0.88031,D1,EURGBP
2023-05-03,150.215,150.391,149.156,149.165,D1,EURJPY
2023-05-03,1.09983,1.10916,1.09969,1.106,D1,EURUSD
2023-05-03,1.87076,1.88292,1.86777,1.88229,D1,GBPAUD
2023-05-03,1.69848,1.71077,1.69674,1.71062,D1,GBPCAD
2023-05-03,170.249,170.374,169.141,169.413,D1,GBPJPY
2023-05-03,1.24663,1.25899,1.24599,1.25634,D1,GBPUSD
2023-05-03,1.36242,1.36393,1.35818,1.36159,D1,USDCAD
2023-05-03,0.89316,0.89316,0.88316,0.88472,D1,USDCHF
2023-05-03,136.545,136.616,134.825,134.831,D1,USDJPY
2023-05-04,1.65744,1.66689,1.64334,1.64552,D1,EURAUD
2023-05-04,1.5055,1.50981,1.49,1.4909,D1,EURCAD
2023-05-04,0.8802,0.88145,0.87455,0.87609,D1,EURGBP
2023-05-04,149.08,149.202,147.125,147.89,D1,EURJPY
2023-05-04,1.10606,1.10918,1.09862,1.10138,D1,EURUSD
2023-05-04,1.88264,1.89254,1.87402,1.87827,D1,GBPAUD
2023-05-04,1.71,1.71456,1.7015,1.70185,D1,GBPCAD
2023-05-04,169.301,169.539,168.054,168.795,D1,GBPJPY
2023-05-04,1.2563,1.25986,1.25385,1.25723,D1,GBPUSD
2023-05-04,1.36124,1.36326,1.35191,1.35374,D1,USDCAD
2023-05-04,0.88392,0.88913,0.88199,0.8858,D1,USDCHF
2023-05-04,134.742,134.878,133.497,134.26,D1,USDJPY
2023-05-05,1.64485,1.64626,1.63129,1.63158,D1,EURAUD
2023-05-05,1.49013,1.49232,1.47337,1.47358,D1,EURCAD
2023-05-05,0.87571,0.87678,0.87129,0.87237,D1,EURGBP
2023-05-05,147.847,148.703,147.53,148.563,D1,EURJPY
2023-05-05,1.10105,1.10479,1.09667,1.10182,D1,EURUSD
2023-05-05,1.87789,1.87917,1.8699,1.87027,D1,GBPAUD
2023-05-05,1.70145,1.70539,1.68899,1.68914,D1,GBPCAD
2023-05-05,168.787,170.612,168.484,170.276,D1,GBPJPY
2023-05-05,1.25711,1.26526,1.256,1.2631,D1,GBPUSD
2023-05-05,1.35361,1.35404,1.33712,1.33747,D1,USDCAD
2023-05-05,0.88577,0.89737,0.88344,0.89053,D1,USDCHF
2023-05-05,134.266,135.126,133.883,134.832,D1,USDJPY
2023-05-08,1.63233,1.63525,1.62119,1.62285,D1,EURAUD
2023-05-08,1.47416,1.47658,1.46954,1.47151,D1,EURCAD
2023-05-08,0.87154,0.87465,0.87102,0.87204,D1,EURGBP
2023-05-08,148.49,149.266,148.359,148.677,D1,EURJPY
2023-05-08,1.10226,1.10538,1.10001,1.10043,D1,EURUSD
2023-05-08,1.87043,1.87376,1.85903,1.86102,D1,GBPAUD
2023-05-08,1.68957,1.69182,1.68415,1.68754,D1,GBPCAD
2023-05-08,170.272,171.066,170.177,170.492,D1,GBPJPY
2023-05-08,1.2629,1.26687,1.26129,1.2619,D1,GBPUSD
2023-05-08,1.33768,1.33875,1.33148,1.33729,D1,USDCAD
2023-05-08,0.88876,0.89122,0.88678,0.88963,D1,USDCHF
2023-05-08,134.802,135.296,134.64,135.106,D1,USDJPY
2023-05-09,1.62242,1.62582,1.61968,1.6209,D1,EURAUD
2023-05-09,1.47111,1.47176,1.4658,1.4671,D1,EURCAD
2023-05-09,0.8719,0.87225,0.86794,0.86839,D1,EURGBP
2023-05-09,148.67,148.693,147.886,148.221,D1,EURJPY
2023-05-09,1.10033,1.1005,1.09411,1.09604,D1,EURUSD
2023-05-09,1.86049,1.8694,1.85902,1.86656,D1,GBPAUD
2023-05-09,1.68691,1.69133,1.68512,1.68948,D1,GBPCAD
2023-05-09,170.467,170.711,169.853,170.677,D1,GBPJPY
2023-05-09,1.26168,1.26397,1.2578,1.26212,D1,GBPUSD
2023-05-09,1.33704,1.34064,1.33586,1.33858,D1,USDCAD
2023-05-09,0.88922,0.8943,0.88885,0.89063,D1,USDCHF
2023-05-09,135.108,135.362,134.721,135.229,D1,USDJPY
2023-05-10,1.62066,1.62498,1.6136,1.62021,D1,EURAUD
2023-05-10,1.46668,1.47049,1.46321,1.46847,D1,EURCAD
2023-05-10,0.86835,0.87011,0.86703,0.86993,D1,EURGBP
2023-05-10,148.208,148.667,147.039,147.583,D1,EURJPY
2023-05-10,1.09606,1.1007,1.09417,1.0983,D1,EURUSD
2023-05-10,1.86604,1.87108,1.85873,1.86251,D1,GBPAUD
2023-05-10,1.68869,1.69158,1.6857,1.68812,D1,GBPCAD
2023-05-10,170.639,171.174,169.101,169.654,D1,GBPJPY
2023-05-10,1.26197,1.26798,1.26025,1.26252,D1,GBPUSD
2023-05-10,1.33818,1.34148,1.33347,1.33715,D1,USDCAD
2023-05-10,0.8902,0.89274,0.88684,0.88965,D1,USDCHF
2023-05-10,135.223,135.471,134.111,134.377,D1,USDJPY
2023-05-11,1.6198,1.63181,1.61784,1.62881,D1,EURAUD
2023-05-11,1.46819,1.47382,1.46311,1.47234,D1,EURCAD
2023-05-11,0.86973,0.87348,0.86612,0.8724,D1,EURGBP
2023-05-11,147.542,147.604,146.131,146.897,D1,EURJPY
2023-05-11,1.09818,1.09981,1.09002,1.09165,D1,EURUSD
2023-05-11,1.86209,1.87252,1.85908,1.86702,D1,GBPAUD
2023-05-11,1.68769,1.6921,1.68387,1.68774,D1,GBPCAD
2023-05-11,169.606,169.74,167.839,168.376,D1,GBPJPY
2023-05-11,1.26237,1.26405,1.24965,1.25129,D1,GBPUSD
2023-05-11,1.33698,1.34958,1.3363,1.34884,D1,USDCAD
2023-05-11,0.88939,0.89581,0.88679,0.89407,D1,USDCHF
2023-05-11,134.356,134.844,133.743,134.561,D1,USDJPY
2023-05-12,1.62835,1.63499,1.62654,1.63341,D1,EURAUD
2023-05-12,1.47215,1.47482,1.46733,1.47071,D1,EURCAD
2023-05-12,0.87225,0.87322,0.86934,0.87162,D1,EURGBP
2023-05-12,146.866,147.47,146.661,147.254,D1,EURJPY
2023-05-12,1.09149,1.09356,1.08478,1.08498,D1,EURUSD
2023-05-12,1.86652,1.8774,1.8647,1.87408,D1,GBPAUD
2023-05-12,1.68723,1.69198,1.68547,1.6873,D1,GBPCAD
2023-05-12,168.326,169.131,168.076,168.939,D1,GBPJPY
2023-05-12,1.25105,1.25409,1.24446,1.24481,D1,GBPUSD
2023-05-12,1.34873,1.35651,1.34761,1.35554,D1,USDCAD
2023-05-12,0.89403,0.89873,0.88972,0.89818,D1,USDCHF
2023-05-12,134.547,135.752,134.4,135.723,D1,USDJPY
2023-05-15,1.63147,1.63379,1.6212,1.62305,D1,EURAUD
2023-05-15,1.46857,1.47249,1.46372,1.46439,D1,EURCAD
2023-05-15,0.87063,0.8719,0.86773,0.86805,D1,EURGBP
2023-05-15,147.112,148.176,147.103,148.002,D1,EURJPY
2023-05-15,1.0853,1.08909,1.08454,1.08741,D1,EURUSD
2023-05-15,1.87043,1.87424,1.86453,1.86972,D1,GBPAUD
2023-05-15,1.68394,1.69191,1.68384,1.68697,D1,GBPCAD
2023-05-15,168.815,170.621,168.773,170.498,D1,GBPJPY
2023-05-15,1.2446,1.25345,1.24432,1.25268,D1,GBPUSD
2023-05-15,1.35328,1.35676,1.34592,1.34669,D1,USDCAD
2023-05-15,0.8956,0.89877,0.89424,0.89559,D1,USDCHF
2023-05-15,135.628,136.324,135.619,136.106,D1,USDJPY
2023-05-16,1.62282,1.6333,1.62072,1.63214,D1,EURAUD
2023-05-16,1.46404,1.46751,1.4586,1.46406,D1,EURCAD
2023-05-16,0.86792,0.87185,0.86706,0.87007,D1,EURGBP
2023-05-16,147.987,148.499,147.604,148.148,D1,EURJPY
2023-05-16,1.08736,1.09047,1.08549,1.08616,D1,EURUSD
2023-05-16,1.86947,1.87782,1.8642,1.87581,D1,GBPAUD
2023-05-16,1.68671,1.68845,1.67748,1.68271,D1,GBPCAD
2023-05-16,170.48,170.839,169.397,170.266,D1,GBPJPY
2023-05-16,1.25266,1.25465,1.24653,1.24833,D1,GBPUSD
2023-05-16,1.34648,1.34937,1.3404,1.34797,D1,USDCAD
2023-05-16,0.89536,0.89706,0.89197,0.89638,D1,USDCHF
2023-05-16,136.091,136.682,135.67,136.396,D1,USDJPY
2023-05-17,1.6319,1.6358,1.62412,1.62755,D1,EURAUD
2023-05-17,1.46372,1.46609,1.45619,1.45826,D1,EURCAD
2023-05-17,0.86994,0.87209,0.86702,0.86802,D1,EURGBP
2023-05-17,148.12,149.24,148.034,149.143,D1,EURJPY
2023-05-17,1.08617,1.08736,1.08103,1.08381,D1,EURUSD
2023-05-17,1.87561,1.87823,1.86794,1.87499,D1,GBPAUD
2023-05-17,1.68226,1.68304,1.67797,1.67999,D1,GBPCAD
2023-05-17,170.229,172.004,170.067,171.817,D1,GBPJPY
2023-05-17,1.24831,1.25103,1.24216,1.24857,D1,GBPUSD
2023-05-17,1.34768,1.35358,1.3437,1.34552,D1,USDCAD
2023-05-17,0.89606,0.90256,0.8949,0.89846,D1,USDCHF
2023-05-17,136.367,137.707,136.302,137.61,D1,USDJPY
2023-05-18,1.62737,1.63491,1.62535,1.62626,D1,EURAUD
2023-05-18,1.45799,1.46052,1.4512,1.45411,D1,EURCAD
2023-05-18,0.8678,0.87021,0.86677,0.86806,D1,EURGBP
2023-05-18,149.207,149.449,148.771,149.403,D1,EURJPY
2023-05-18,1.08377,1.0848,1.07625,1.07711,D1,EURUSD
2023-05-18,1.87467,1.88222,1.87084,1.8734,D1,GBPAUD
2023-05-18,1.67975,1.68139,1.67195,1.67508,D1,GBPCAD
2023-05-18,171.903,172.158,171.188,172.105,D1,GBPJPY
2023-05-18,1.24846,1.24928,1.23916,1.24077,D1,GBPUSD
2023-05-18,1.34531,1.35245,1.34417,1.35008,D1,USDCAD
2023-05-18,0.89824,0.90628,0.89774,0.90502,D1,USDCHF
2023-05-18,137.693,138.745,137.286,138.703,D1,USDJPY
2023-05-19,1.62625,1.62663,1.61997,1.62466,D1,EURAUD
2023-05-19,1.45368,1.46296,1.45208,1.45838,D1,EURCAD
2023-05-19,0.86775,0.86956,0.86684,0.86811,D1,EURGBP
2023-05-19,149.356,149.799,148.715,149.064,D1,EURJPY
2023-05-19,1.07686,1.08288,1.07599,1.08048,D1,EURUSD
2023-05-19,1.87373,1.87395,1.86407,1.87152,D1,GBPAUD
2023-05-19,1.67502,1.68574,1.67163,1.67991,D1,GBPCAD
2023-05-19,172.091,172.509,171.243,171.705,D1,GBPJPY
2023-05-19,1.24073,1.24843,1.23917,1.24461,D1,GBPUSD
2023-05-19,1.35,1.35236,1.34687,1.34974,D1,USDCAD
2023-05-19,0.90489,0.90587,0.89749,0.89927,D1,USDCHF
2023-05-19,138.694,138.722,137.424,137.964,D1,USDJPY
2023-05-22,1.62498,1.63115,1.62366,1.62556,D1,EURAUD
2023-05-22,1.45795,1.4627,1.45775,1.46033,D1,EURCAD
2023-05-22,0.86749,0.87046,0.86727,0.86937,D1,EURGBP
2023-05-22,149.006,149.924,148.805,149.858,D1,EURJPY
2023-05-22,1.08045,1.08314,1.07956,1.08131,D1,EURUSD
2023-05-22,1.87087,1.87741,1.86805,1.86975,D1,GBPAUD
2023-05-22,1.67848,1.68336,1.67746,1.67971,D1,GBPCAD
2023-05-22,171.622,172.578,171.194,172.37,D1,GBPJPY
2023-05-22,1.2438,1.2472,1.24138,1.24374,D1,GBPUSD
2023-05-22,1.34937,1.35189,1.34852,1.35057,D1,USDCAD
2023-05-22,0.89843,0.89973,0.8941,0.89773,D1,USDCHF
2023-05-22,137.986,138.688,137.491,138.584,D1,USDJPY
2023-05-23,1.62521,1.6309,1.62284,1.62939,D1,EURAUD
2023-05-23,1.45984,1.46174,1.45229,1.45428,D1,EURCAD
2023-05-23,0.8692,0.87189,0.86689,0.86751,D1,EURGBP
2023-05-23,149.822,150.055,149.101,149.267,D1,EURJPY
2023-05-23,1.0811,1.08205,1.07602,1.07709,D1,EURUSD
2023-05-23,1.86931,1.87896,1.8657,1.87819,D1,GBPAUD
2023-05-23,1.67917,1.67988,1.67153,1.67641,D1,GBPCAD
2023-05-23,172.337,172.622,171.28,172.061,D1,GBPJPY
2023-05-23,1.24353,1.24463,1.23728,1.24156,D1,GBPUSD
2023-05-23,1.35035,1.35485,1.34843,1.35024,D1,USDCAD
2023-05-23,0.89755,0.90296,0.89718,0.90131,D1,USDCHF
2023-05-23,138.579,138.91,138.242,138.586,D1,USDJPY
2023-05-24,1.62924,1.64734,1.62693,1.64293,D1,EURAUD
2023-05-24,1.45386,1.46372,1.45311,1.46133,D1,EURCAD
2023-05-24,0.86743,0.87096,0.86489,0.86934,D1,EURGBP
2023-05-24,149.222,149.937,148.841,149.923,D1,EURJPY
2023-05-24,1.07693,1.08014,1.07482,1.07505,D1,EURUSD
2023-05-24,1.87796,1.89348,1.87625,1.88979,D1,GBPAUD
2023-05-24,1.67576,1.68548,1.67489,1.68099,D1,GBPCAD
2023-05-24,171.999,172.791,171.224,172.448,D1,GBPJPY
2023-05-24,1.24132,1.24695,1.23576,1.23659,D1,GBPUSD
2023-05-24,1.35006,1.36057,1.34943,1.35937,D1,USDCAD
2023-05-24,0.90118,0.90671,0.90052,0.90503,D1,USDCHF
2023-05-24,138.564,139.471,138.229,139.452,D1,USDJPY
2023-05-25,1.6423,1.64977,1.64056,1.64881,D1,EURAUD
2023-05-25,1.46094,1.46317,1.45675,1.46307,D1,EURCAD
2023-05-25,0.86922,0.87057,0.86656,0.87047,D1,EURGBP
2023-05-25,149.894,150.314,149.282,150.201,D1,EURJPY
2023-05-25,1.07486,1.07566,1.07074,1.07251,D1,EURUSD
2023-05-25,1.88911,1.89773,1.8863,1.89399,D1,GBPAUD
2023-05-25,1.68048,1.68335,1.67815,1.68078,D1,GBPCAD
2023-05-25,172.414,172.772,171.682,172.544,D1,GBPJPY
2023-05-25,1.23633,1.2387,1.23079,1.23207,D1,GBPUSD
2023-05-25,1.35931,1.36447,1.35863,1.36427,D1,USDCAD
2023-05-25,0.90496,0.90734,0.90324,0.90586,D1,USDCHF
2023-05-25,139.461,140.227,138.811,140.042,D1,USDJPY
2023-05-26,1.64843,1.65159,1.64288,1.64542,D1,EURAUD
2023-05-26,1.46272,1.46488,1.45896,1.46034,D1,EURCAD
2023-05-26,0.87027,0.87098,0.86767,0.86848,D1,EURGBP
2023-05-26,150.164,150.933,149.794,150.789,D1,EURJPY
2023-05-26,1.07242,1.07587,1.07018,1.07258,D1,EURUSD
2023-05-26,1.8938,1.89699,1.88859,1.89462,D1,GBPAUD
2023-05-26,1.68037,1.68704,1.67876,1.68148,D1,GBPCAD
2023-05-26,172.511,173.731,172.201,173.603,D1,GBPJPY
2023-05-26,1.23203,1.23953,1.23107,1.23503,D1,GBPUSD
2023-05-26,1.36414,1.36545,1.36006,1.36156,D1,USDCAD
2023-05-26,0.90551,0.90745,0.90188,0.9049,D1,USDCHF
2023-05-26,140.028,140.723,139.494,140.592,D1,USDJPY
2023-05-29,1.643,1.64471,1.63698,1.63749,D1,EURAUD
2023-05-29,1.45773,1.4604,1.455,1.45529,D1,EURCAD
2023-05-29,0.86763,0.8695,0.86656,0.86673,D1,EURGBP
2023-05-29,150.531,151.066,150.094,150.396,D1,EURJPY
2023-05-29,1.07178,1.07436,1.07055,1.07093,D1,EURUSD
2023-05-29,1.89073,1.89364,1.88587,1.88921,D1,GBPAUD
2023-05-29,1.67826,1.68121,1.67691,1.67908,D1,GBPCAD
2023-05-29,173.377,173.952,172.946,173.522,D1,GBPJPY
2023-05-29,1.23325,1.23719,1.2332,1.23554,D1,GBPUSD
2023-05-29,1.3606,1.36192,1.35828,1.35901,D1,USDCAD
2023-05-29,0.90427,0.90621,0.90275,0.90428,D1,USDCHF
2023-05-29,140.567,140.916,140.111,140.438,D1,USDJPY
2023-05-30,1.63714,1.64785,1.63518,1.64686,D1,EURAUD
2023-05-30,1.45485,1.46133,1.45161,1.45969,D1,EURCAD
2023-05-30,0.86648,0.86735,0.86283,0.86483,D1,EURGBP
2023-05-30,150.352,150.628,149.733,150.047,D1,EURJPY
2023-05-30,1.07082,1.07467,1.06726,1.07346,D1,EURUSD
2023-05-30,1.8884,1.90744,1.88542,1.90415,D1,GBPAUD
2023-05-30,1.67828,1.69203,1.67644,1.68787,D1,GBPCAD
2023-05-30,173.463,174.274,172.988,173.486,D1,GBPJPY
2023-05-30,1.23516,1.24465,1.23271,1.2412,D1,GBPUSD
2023-05-30,1.35871,1.36133,1.35671,1.35986,D1,USDCAD
2023-05-30,0.90419,0.90842,0.90144,0.90578,D1,USDCHF
2023-05-30,140.431,140.93,139.568,139.775,D1,USDJPY
2023-05-31,1.64666,1.65155,1.64089,1.64343,D1,EURAUD
2023-05-31,1.45937,1.46119,1.44644,1.45047,D1,EURCAD
2023-05-31,0.86448,0.86502,0.85835,0.85901,D1,EURGBP
2023-05-31,150.015,150.103,148.59,148.9,D1,EURJPY
2023-05-31,1.0733,1.07356,1.06353,1.06885,D1,EURUSD
2023-05-31,1.90419,1.9184,1.89889,1.91314,D1,GBPAUD
2023-05-31,1.68741,1.69092,1.6819,1.68859,D1,GBPCAD
2023-05-31,173.48,173.643,172.525,173.338,D1,GBPJPY
2023-05-31,1.24108,1.24433,1.23479,1.24427,D1,GBPUSD
2023-05-31,1.35978,1.36512,1.35692,1.35708,D1,USDCAD
2023-05-31,0.90568,0.91476,0.90533,0.9105,D1,USDCHF
2023-05-31,139.773,140.411,139.233,139.307,D1,USDJPY
2023-06-01,1.64317,1.64703,1.63331,1.63728,D1,EURAUD
2023-06-01,1.45053,1.45391,1.44451,1.44721,D1,EURCAD
2023-06-01,0.85891,0.86044,0.85674,0.85911,D1,EURGBP
2023-06-01,148.907,149.68,148.618,149.379,D1,EURJPY
2023-06-01,1.06872,1.07686,1.06619,1.07615,D1,EURUSD
2023-06-01,1.91237,1.91685,1.90428,1.90576,D1,GBPAUD
2023-06-01,1.68821,1.69303,1.68376,1.68455,D1,GBPCAD
2023-06-01,173.315,174.191,172.957,173.867,D1,GBPJPY
2023-06-01,1.2438,1.25396,1.24007,1.25258,D1,GBPUSD
2023-06-01,1.35726,1.3585,1.34365,1.3449,D1,USDCAD
2023-06-01,0.91043,0.91141,0.90537,0.9057,D1,USDCHF
2023-06-01,139.328,139.95,138.433,138.806,D1,USDJPY
2023-06-02,1.63702,1.63765,1.6189,1.62083,D1,EURAUD
2023-06-02,1.44692,1.44761,1.437,1.43765,D1,EURCAD
2023-06-02,0.859,0.86054,0.85783,0.85988,D1,EURGBP
2023-06-02,149.346,149.962,148.965,149.849,D1,EURJPY
2023-06-02,1.07617,1.07791,1.07052,1.0706,D1,EURUSD
2023-06-02,1.90529,1.90628,1.88265,1.88483,D1,GBPAUD
2023-06-02,1.68399,1.68497,1.67092,1.67186,D1,GBPCAD
2023-06-02,173.818,174.676,173.663,174.254,D1,GBPJPY
2023-06-02,1.25246,1.25445,1.24413,1.245,D1,GBPUSD
2023-06-02,1.34459,1.3451,1.34067,1.34292,D1,USDCAD
2023-06-02,0.90535,0.90918,0.90348,0.90895,D1,USDCHF
2023-06-02,138.78,140.068,138.604,139.964,D1,USDJPY
2023-06-05,1.61784,1.62406,1.61454,1.61872,D1,EURAUD
2023-06-05,1.43647,1.44247,1.43404,1.44014,D1,EURCAD
2023-06-05,0.85913,0.8636,0.85853,0.8615,D1,EURGBP
2023-06-05,149.805,150.196,149.211,149.515,D1,EURJPY
2023-06-05,1.07071,1.07225,1.06747,1.07125,D1,EURUSD
2023-06-05,1.87822,1.88706,1.87203,1.87887,D1,GBPAUD
2023-06-05,1.66967,1.67196,1.66206,1.67169,D1,GBPCAD
2023-06-05,174.149,174.361,172.849,173.538,D1,GBPJPY
2023-06-05,1.24422,1.24535,1.23682,1.24341,D1,GBPUSD
2023-06-05,1.34178,1.34618,1.34127,1.34442,D1,USDCAD
2023-06-05,0.90776,0.91197,0.90522,0.90599,D1,USDCHF
2023-06-05,139.947,140.453,139.25,139.563,D1,USDJPY
2023-06-06,1.61853,1.62088,1.60112,1.60268,D1,EURAUD
2023-06-06,1.43978,1.44064,1.43176,1.43275,D1,EURCAD
2023-06-06,0.86137,0.86246,0.86,0.8607,D1,EURGBP
2023-06-06,149.482,149.694,148.818,149.329,D1,EURJPY
2023-06-06,1.07109,1.07329,1.06671,1.06923,D1,EURUSD
2023-06-06,1.8786,1.88135,1.85998,1.86206,D1,GBPAUD
2023-06-06,1.67101,1.67219,1.6628,1.66475,D1,GBPCAD
2023-06-06,173.522,173.773,172.672,173.493,D1,GBPJPY
2023-06-06,1.2432,1.24587,1.23915,1.24223,D1,GBPUSD
2023-06-06,1.34416,1.34522,1.33899,1.34012,D1,USDCAD
2023-06-06,0.90601,0.90982,0.90332,0.90768,D1,USDCHF
2023-06-06,139.569,139.992,139.095,139.661,D1,USDJPY
2023-06-07,1.60227,1.60964,1.59783,1.60824,D1,EURAUD
2023-06-07,1.43262,1.43819,1.42896,1.43041,D1,EURCAD
2023-06-07,0.86045,0.86128,0.85838,0.8601,D1,EURGBP
2023-06-07,149.276,150.019,148.632,149.972,D1,EURJPY
2023-06-07,1.06915,1.07398,1.06683,1.06982,D1,EURUSD
2023-06-07,1.86171,1.87121,1.85716,1.86979,D1,GBPAUD
2023-06-07,1.66459,1.67334,1.662,1.66314,D1,GBPCAD
2023-06-07,173.444,174.435,172.663,174.356,D1,GBPJPY
2023-06-07,1.24223,1.25001,1.2395,1.24381,D1,GBPUSD
2023-06-07,1.34002,1.34266,1.33211,1.33712,D1,USDCAD
